GameKey,SeasonType,Season,Week,Date,AwayTeam,HomeTeam,AwayScore,HomeScore,Channel,PointSpread,OverUnder,Quarter,TimeRemaining,Possession,Down,Distance,YardLine,YardLineTerritory,RedZone,AwayScoreQuarter1,AwayScoreQuarter2,AwayScoreQuarter3,AwayScoreQuarter4,AwayScoreOvertime,HomeScoreQuarter1,HomeScoreQuarter2,HomeScoreQuarter3,HomeScoreQuarter4,HomeScoreOvertime,HasStarted,IsInProgress,IsOver,Has1stQuarterStarted,Has2ndQuarterStarted,Has3rdQuarterStarted,Has4thQuarterStarted,IsOvertime,DownAndDistance,QuarterDescription,StadiumID,LastUpdated,GeoLat,GeoLong,ForecastTempLow,ForecastTempHigh,ForecastDescription,ForecastWindChill,ForecastWindSpeed,AwayTeamMoneyLine,HomeTeamMoneyLine,Canceled,Closed,LastPlay,Day,DateTime,AwayTeamID,HomeTeamID,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,PointSpreadAwayTeamMoneyLine,PointSpreadHomeTeamMoneyLine,ScoreID,Status,GameEndDateTime,HomeRotationNumber,AwayRotationNumber,NeutralVenue,RefereeID,OverPayout,UnderPayout,HomeTimeouts,AwayTimeouts,DateTimeUTC,Attendance,IsClosed,StadiumDetails
202510305,1,2025,3,2025-09-21T13:00:00,ATL,CAR,0,50,FOX,12.4,72.9,F,,,,Scrambled,,,,0,0,0,0,0,12,8,17,17,0,True,False,True,True,True,True,True,False,,Final,26,2025-09-23T22:57:19,,,65,66,Broken Clouds,66,6,-374,315,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,2,5,19100,2,5,-187,-181,19100,Final,2025-09-21T15:53:52,752,751,False,119,-179,-186,,,2025-09-21T17:00:00,71129,True,"{'StadiumID': 26, 'Name': 'Bank of America Stadium', 'City': 'Charlotte', 'State': 'NC', 'Country': 'USA', 'Capacity': 74867, 'PlayingSurface': 'Artificial', 'GeoLat': 35.225833, 'GeoLong': -80.852778, 'Type': 'Outdoor'}"
202510308,1,2025,3,2025-09-21T13:00:00,GB,CLE,17,22,FOX,12.4,67.9,F,,,,Scrambled,,,,0,8,12,0,0,0,0,0,22,0,True,False,True,True,True,True,True,False,,Final,6,2025-09-23T22:57:19,,,67,67,Broken Clouds,67,13,-708,550,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,12,8,19101,12,8,-174,-192,19101,Final,2025-09-21T16:06:34,759,757,False,23,-184,-182,,,2025-09-21T17:00:00,65470,True,"{'StadiumID': 6, 'Name': 'Huntington Bank Field', 'City': 'Cleveland', 'State': 'OH', 'Country': 'USA', 'Capacity': 67431, 'PlayingSurface': 'Grass', 'GeoLat': 41.506111, 'GeoLong': -81.699444, 'Type': 'Outdoor'}"
202510315,1,2025,3,2025-09-21T13:00:00,HOU,JAX,17,28,CBS,-2.5,71.3,F,,,,Scrambled,,,,0,8,0,12,0,12,0,8,12,0,True,False,True,True,True,True,True,False,,Final,10,2025-09-23T22:57:19,,,73,75,Scattered Clouds,75,3,171,-202,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,13,15,19102,13,15,-186,-177,19102,Final,2025-09-21T16:10:56,775,774,False,59,-186,-182,,,2025-09-21T17:00:00,58161,True,"{'StadiumID': 10, 'Name': 'EverBank Stadium', 'City': 'Jacksonville', 'State': 'FL', 'Country': 'USA', 'Capacity': 67814, 'PlayingSurface': 'Grass', 'GeoLat': 30.323889, 'GeoLong': -81.6375, 'Type': 'Outdoor'}"
202510320,1,2025,3,2025-09-21T13:00:00,CIN,MIN,17,80,CBS,-5.0,70.4,F,,,,Scrambled,,,,0,8,0,12,0,23,33,23,0,0,True,False,True,True,True,True,True,False,,Final,42,2025-09-23T22:57:19,,,64,65,Light Rain,64,4,242,-285,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,7,20,19103,7,20,-176,-192,19103,Final,2025-09-21T16:14:01,762,761,False,110,-187,-179,,,2025-09-21T17:00:00,66792,True,"{'StadiumID': 42, 'Name': 'U.S. Bank Stadium', 'City': 'Minneapolis', 'State': 'MN', 'Country': 'USA', 'Capacity': 66655, 'PlayingSurface': 'Artificial', 'GeoLat': 44.974288, 'GeoLong': -93.258, 'Type': 'Dome'}"
202510321,1,2025,3,2025-09-21T13:00:00,PIT,NE,35,23,CBS,1.4,73.7,F,,,,Scrambled,,,,12,12,0,12,0,0,12,0,12,0,True,False,True,True,True,True,True,False,,Final,4,2025-09-23T22:57:19,,,52,60,Overcast Clouds,52,2,-186,-176,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,28,21,19104,28,21,-182,-186,19104,Final,2025-09-21T15:55:57,769,767,False,10,-181,-187,,,2025-09-21T17:00:00,64628,True,"{'StadiumID': 4, 'Name': 'Gillette Stadium', 'City': 'Foxborough', 'State': 'MA', 'Country': 'USA', 'Capacity': 64628, 'PlayingSurface': 'Artificial', 'GeoLat': 42.090866, 'GeoLong': -71.264244, 'Type': 'Outdoor'}"
202510326,1,2025,3,2025-09-21T13:00:00,LAR,PHI,43,55,FOX,-5.8,75.4,F,,,,Scrambled,,,,17,15,12,0,0,12,0,23,20,0,True,False,True,True,True,True,True,False,,Final,18,2025-09-23T22:57:19,,,57,57,Broken Clouds,57,3,280,-330,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,32,26,19105,32,26,-182,-184,19105,Final,2025-09-21T16:08:10,766,764,False,94,-181,-182,,,2025-09-21T17:00:00,69879,True,"{'StadiumID': 18, 'Name': 'Lincoln Financial Field', 'City': 'Philadelphia', 'State': 'PA', 'Country': 'USA', 'Capacity': 67594, 'PlayingSurface': 'Grass', 'GeoLat': 39.900833, 'GeoLong': -75.167469, 'Type': 'Outdoor'}"
202510333,1,2025,3,2025-09-21T13:00:00,NYJ,TB,45,48,FOX,-10.8,71.3,F,,,,Scrambled,,,,8,8,0,35,0,8,28,8,16,0,True,False,True,True,True,True,True,False,,Final,24,2025-09-23T22:57:19,,,76,79,Scattered Clouds,79,8,416,-510,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,24,33,19106,24,33,-184,-182,19106,Final,2025-09-21T16:21:29,772,771,False,47,-179,-184,,,2025-09-21T17:00:00,62872,True,"{'StadiumID': 24, 'Name': 'Raymond James Stadium', 'City': 'Tampa Bay', 'State': 'FL', 'Country': 'USA', 'Capacity': 69218, 'PlayingSurface': 'Grass', 'GeoLat': 27.975833, 'GeoLong': -82.503333, 'Type': 'Outdoor'}"
202510334,1,2025,3,2025-09-21T13:00:00,IND,TEN,68,33,CBS,16.5,70.4,F,,,,Scrambled,,,,28,8,23,12,0,8,8,12,12,0,True,False,True,True,True,True,True,False,,Final,12,2025-09-23T22:57:19,,,68,69,Overcast Clouds,69,8,-419,348,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,14,34,19107,14,34,-179,-184,19107,Final,2025-09-21T16:03:11,749,747,False,76,-179,-184,,,2025-09-21T17:00:00,56361,True,"{'StadiumID': 12, 'Name': 'Nissan Stadium', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'Capacity': 69143, 'PlayingSurface': 'Grass', 'GeoLat': 36.166389, 'GeoLong': -86.771389, 'Type': 'Outdoor'}"
202510335,1,2025,3,2025-09-21T13:00:00,LV,WAS,40,68,FOX,-5.0,72.1,F,,,,Scrambled,,,,8,12,0,23,0,12,22,23,12,0,True,False,True,True,True,True,True,False,,Final,19,2025-09-23T22:57:19,,,63,64,Broken Clouds,64,4,217,-255,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T13:00:00,25,35,19108,25,35,-196,-171,19108,Final,2025-09-21T16:09:36,756,754,False,51,-189,-179,,,2025-09-21T17:00:00,64546,True,"{'StadiumID': 19, 'Name': 'Northwest Stadium', 'City': 'Landover', 'State': 'MD', 'Country': 'USA', 'Capacity': 62000, 'PlayingSurface': 'Grass', 'GeoLat': 38.907778, 'GeoLong': -76.864444, 'Type': 'Outdoor'}"
202510329,1,2025,3,2025-09-21T16:05:00,DEN,LAC,33,38,CBS,-4.1,75.4,F,,,,Scrambled,,,,0,12,17,8,0,8,12,8,17,0,True,False,True,True,True,True,True,False,,Final,54,2025-09-23T22:57:19,,,69,70,Scattered Clouds,69,5,209,-247,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T16:05:00,10,29,19109,10,29,-167,-197,19109,Final,2025-09-21T19:15:42,779,777,False,101,-184,-182,,,2025-09-21T20:05:00,70740,True,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202510330,1,2025,3,2025-09-21T16:05:00,NO,SEA,22,73,CBS,-11.6,68.8,F,,,,Scrambled,,,,0,16,0,12,0,35,28,16,0,0,True,False,True,True,True,True,True,False,,Final,31,2025-09-23T22:57:19,,,58,59,Broken Clouds,59,2,497,-621,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T16:05:00,22,30,19110,22,30,-176,-191,19110,Final,2025-09-21T19:06:38,782,780,False,125,-182,-184,,,2025-09-21T20:05:00,68599,True,"{'StadiumID': 31, 'Name': 'Lumen Field', 'City': 'Seattle', 'State': 'WA', 'Country': 'USA', 'Capacity': 68740, 'PlayingSurface': 'Artificial', 'GeoLat': 47.5952, 'GeoLong': -122.331625, 'Type': 'Outdoor'}"
202510306,1,2025,3,2025-09-21T16:25:00,DAL,CHI,23,51,FOX,4.1,82.8,F,,,,Scrambled,,,,8,18,0,0,0,23,17,12,0,0,True,False,True,True,True,True,True,False,,Final,20,2025-09-23T22:57:19,,,68,70,Overcast Clouds,70,4,-204,172,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T16:25:00,9,6,19111,9,6,-184,-182,19111,Final,2025-09-21T19:18:12,785,784,False,66,-184,-182,,,2025-09-21T20:25:00,58389,True,"{'StadiumID': 20, 'Name': 'Soldier Field', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'Capacity': 61500, 'PlayingSurface': 'Grass', 'GeoLat': 41.86232, 'GeoLong': -87.616699, 'Type': 'Outdoor'}"
202510331,1,2025,3,2025-09-21T16:25:00,ARI,SF,25,27,FOX,-2.5,73.7,F,,,,Scrambled,,,,0,8,8,15,0,0,16,0,17,0,True,False,True,True,True,True,True,False,,Final,37,2025-09-23T22:57:19,,,67,68,Clear Sky,68,2,171,-204,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T16:25:00,1,31,19112,1,31,-184,-182,19112,Final,2025-09-21T19:21:33,789,787,False,53,-181,-186,,,2025-09-21T20:25:00,70414,True,"{'StadiumID': 37, 'Name': ""Levi's Stadium"", 'City': 'Santa Clara', 'State': 'CA', 'Country': 'USA', 'Capacity': 68500, 'PlayingSurface': 'Grass', 'GeoLat': 37.403, 'GeoLong': -121.970274, 'Type': 'Outdoor'}"
202510323,1,2025,3,2025-09-21T20:20:00,KC,NYG,36,15,NBC,16.5,73.7,F,,,,Scrambled,,,,8,16,12,16,0,0,16,0,8,0,True,False,True,True,True,True,True,False,,Final,3,2025-09-23T22:57:19,,,57,58,Clear Sky,58,4,-505,411,False,True,Scrambled,2025-09-21T00:00:00,2025-09-21T20:20:00,16,23,19113,16,23,-181,-184,19113,Final,2025-09-21T23:29:46,792,790,False,24,-186,-182,,,2025-09-22T00:20:00,80690,True,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
202510303,1,2025,3,2025-09-22T20:15:00,DET,BAL,63,50,ABC,-7.5,88.6,F,,,,Scrambled,,,,12,12,12,28,0,12,12,12,15,0,True,False,True,True,True,True,True,False,,Final,7,2025-09-23T22:57:19,,,67,67,Broken Clouds,67,5,330,-399,False,True,Scrambled,2025-09-22T00:00:00,2025-09-22T20:15:00,11,3,19114,11,3,-174,-189,19114,Final,2025-09-22T23:20:00,795,794,False,112,-191,-177,,,2025-09-23T00:15:00,70642,True,"{'StadiumID': 7, 'Name': 'M&T Bank Stadium', 'City': 'Baltimore', 'State': 'MD', 'Country': 'USA', 'Capacity': 71008, 'PlayingSurface': 'Grass', 'GeoLat': 39.278056, 'GeoLong': -76.622778, 'Type': 'Outdoor'}"
202510401,1,2025,4,2025-09-25T20:15:00,SEA,ARI,38,33,AMZN,4.1,72.1,F,,,,Scrambled,,,,12,12,8,16,0,8,0,8,23,0,True,False,True,True,True,True,True,False,,Final,29,2025-09-30T22:54:35,,,80,89,Scattered Clouds,89,10,-204,171,False,True,Scrambled,2025-09-25T00:00:00,2025-09-25T20:15:00,30,1,19115,30,1,-184,-179,19115,Final,2025-09-25T23:17:52,169,167,False,59,-189,-179,,,2025-09-26T00:15:00,65016,True,"{'StadiumID': 29, 'Name': 'State Farm Stadium', 'City': 'Glendale', 'State': 'AZ', 'Country': 'USA', 'Capacity': 63400, 'PlayingSurface': 'Grass', 'GeoLat': 33.528, 'GeoLong': -112.263036, 'Type': 'RetractableDome'}"
202510428,1,2025,4,2025-09-28T09:30:00,MIN,PIT,35,40,NFLN,6.9,67.9,F,,,,Scrambled,,,,8,8,0,25,0,12,12,12,8,0,True,False,True,True,True,True,True,False,,Final,90,2025-09-30T22:54:35,,,48,49,Broken Clouds,47,4,-242,204,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T09:30:00,20,28,19047,20,28,-192,-172,19047,Final,2025-09-28T12:48:40,418,416,True,1,-181,-184,,,2025-09-28T13:30:00,74512,True,"{'StadiumID': 90, 'Name': 'Croke Park', 'City': 'Dublin', 'State': None, 'Country': 'Ireland', 'Capacity': 82300, 'PlayingSurface': 'Grass', 'GeoLat': 53.3609, 'GeoLong': -6.2519, 'Type': 'Outdoor'}"
202510402,1,2025,4,2025-09-28T13:00:00,WAS,ATL,45,56,CBS,-4.1,72.9,F,,,,Scrambled,,,,0,17,16,18,0,17,12,23,8,0,True,False,True,True,True,True,True,False,,Final,45,2025-09-30T22:54:35,,,67,70,Clear Sky,70,8,212,-250,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,35,2,19116,35,2,-177,-189,19116,Final,2025-09-28T16:00:52,431,429,False,76,-182,-184,,,2025-09-28T17:00:00,71492,True,"{'StadiumID': 45, 'Name': 'Mercedes-Benz Stadium', 'City': 'Atlanta', 'State': 'GA', 'Country': 'USA', 'Capacity': 71000, 'PlayingSurface': 'Artificial', 'GeoLat': 33.755556, 'GeoLong': -84.401, 'Type': 'RetractableDome'}"
202510404,1,2025,4,2025-09-28T13:00:00,NO,BUF,31,51,CBS,-24.0,80.4,F,,,,Scrambled,,,,12,8,16,8,0,23,0,12,17,0,True,False,True,True,True,True,True,False,,Final,1,2025-09-30T22:54:35,,,57,57,Clear Sky,57,4,1372,-2277,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,22,4,19117,22,4,-184,-182,19117,Final,2025-09-28T16:10:39,424,423,False,24,-181,-186,,,2025-09-28T17:00:00,71017,True,"{'StadiumID': 1, 'Name': 'Highmark Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 71608, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
202510411,1,2025,4,2025-09-28T13:00:00,CLE,DET,17,56,FOX,-16.6,73.7,F,,,,Scrambled,,,,12,0,8,0,0,12,22,0,23,0,True,False,True,True,True,True,True,False,,Final,21,2025-09-30T22:54:35,,,58,60,Clear Sky,60,4,694,-935,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,8,11,19118,8,11,-176,-187,19118,Final,2025-09-28T16:08:25,434,432,False,101,-182,-182,,,2025-09-28T17:00:00,64494,True,"{'StadiumID': 21, 'Name': 'Ford Field', 'City': 'Detroit', 'State': 'MI', 'Country': 'USA', 'Capacity': 65000, 'PlayingSurface': 'Artificial', 'GeoLat': 42.340021, 'GeoLong': -83.045556, 'Type': 'Dome'}"
202510413,1,2025,4,2025-09-28T13:00:00,TEN,HOU,0,43,CBS,-12.4,65.5,F,,,,Scrambled,,,,0,0,0,0,0,8,8,0,33,0,True,False,True,True,True,True,True,False,,Final,11,2025-09-30T22:54:35,,,70,73,Broken Clouds,73,3,519,-656,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,34,13,19119,34,13,-191,-172,19119,Final,2025-09-28T15:50:37,437,436,False,94,-184,-182,,,2025-09-28T17:00:00,70398,True,"{'StadiumID': 11, 'Name': 'NRG Stadium', 'City': 'Houston', 'State': 'TX', 'Country': 'USA', 'Capacity': 72220, 'PlayingSurface': 'Artificial', 'GeoLat': 29.684722, 'GeoLong': -95.410833, 'Type': 'RetractableDome'}"
202510421,1,2025,4,2025-09-28T13:00:00,CAR,NE,22,70,FOX,-9.1,70.4,F,,,,Scrambled,,,,16,0,0,12,0,12,35,12,12,0,True,False,True,True,True,True,True,False,,Final,4,2025-09-30T22:54:35,,,63,64,Clear Sky,64,5,336,-406,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,5,21,19120,5,21,-182,-186,19120,Final,2025-09-28T16:00:35,428,426,False,112,-186,-181,,,2025-09-28T17:00:00,64628,True,"{'StadiumID': 4, 'Name': 'Gillette Stadium', 'City': 'Foxborough', 'State': 'MA', 'Country': 'USA', 'Capacity': 64628, 'PlayingSurface': 'Artificial', 'GeoLat': 42.090866, 'GeoLong': -71.264244, 'Type': 'Outdoor'}"
202510423,1,2025,4,2025-09-28T13:00:00,LAC,NYG,30,35,CBS,16.5,71.3,F,,,,Scrambled,,,,0,17,13,0,0,12,16,13,0,0,True,False,True,True,True,True,True,False,,Final,3,2025-09-30T22:54:35,,,68,70,Few Clouds,70,5,-471,379,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,29,23,19121,29,23,-181,-184,19121,Final,2025-09-28T16:15:53,441,439,False,51,-179,-191,,,2025-09-28T17:00:00,81954,True,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
202510433,1,2025,4,2025-09-28T13:00:00,PHI,TB,51,41,FOX,9.6,72.9,F,,,,Scrambled,,,,23,17,12,0,0,8,8,23,14,0,True,False,True,True,True,True,True,False,,Final,24,2025-09-30T22:54:35,,,74,76,Clear Sky,76,10,-321,272,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T13:00:00,26,33,19122,26,33,-181,-184,19122,Final,2025-09-28T16:22:24,421,419,False,32,-181,-182,,,2025-09-28T17:00:00,64122,True,"{'StadiumID': 24, 'Name': 'Raymond James Stadium', 'City': 'Tampa Bay', 'State': 'FL', 'Country': 'USA', 'Capacity': 69218, 'PlayingSurface': 'Grass', 'GeoLat': 27.975833, 'GeoLong': -82.503333, 'Type': 'Outdoor'}"
202510432,1,2025,4,2025-09-28T16:05:00,IND,LAR,33,45,FOX,-5.8,82.0,F,,,,Scrambled,,,,8,12,0,17,0,8,17,0,23,0,True,False,True,True,True,True,True,False,,Final,54,2025-09-30T22:54:35,,,68,68,Clear Sky,68,5,263,-313,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T16:05:00,14,32,19123,14,32,-189,-176,19123,Final,2025-09-28T19:03:26,447,446,False,23,-181,-186,,,2025-09-28T20:05:00,71257,True,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202510431,1,2025,4,2025-09-28T16:05:00,JAX,SF,43,35,FOX,-5.8,75.4,F,,,,Scrambled,,,,0,28,15,0,0,8,8,13,12,0,True,False,True,True,True,True,True,False,,Final,37,2025-09-30T22:54:35,,,65,67,Overcast Clouds,67,5,242,-287,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T16:05:00,15,31,19124,15,31,-200,-167,19124,Final,2025-09-28T19:14:14,444,442,False,10,-184,-184,,,2025-09-28T20:05:00,70495,True,"{'StadiumID': 37, 'Name': ""Levi's Stadium"", 'City': 'Santa Clara', 'State': 'CA', 'Country': 'USA', 'Capacity': 68500, 'PlayingSurface': 'Grass', 'GeoLat': 37.403, 'GeoLong': -121.970274, 'Type': 'Outdoor'}"
202510416,1,2025,4,2025-09-28T16:25:00,BAL,KC,33,61,CBS,6.9,80.4,F,,,,Scrambled,,,,12,8,8,12,0,8,28,17,12,0,True,False,True,True,True,True,True,False,,Final,15,2025-09-30T22:54:35,,,68,71,Clear Sky,71,7,-245,207,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T16:25:00,3,16,19125,3,16,-194,-171,19125,Final,2025-09-28T19:22:18,454,452,False,66,-187,-179,,,2025-09-28T20:25:00,73552,True,"{'StadiumID': 15, 'Name': 'Arrowhead Stadium', 'City': 'Kansas City', 'State': 'MO', 'Country': 'USA', 'Capacity': 76416, 'PlayingSurface': 'Grass', 'GeoLat': 39.048889, 'GeoLong': -94.483889, 'Type': 'Outdoor'}"
202510425,1,2025,4,2025-09-28T16:25:00,CHI,LV,41,40,CBS,-2.5,78.7,F,,,,Scrambled,,,,8,16,12,15,0,12,12,12,8,0,True,False,True,True,True,True,True,False,,Final,53,2025-09-30T22:54:35,,,71,74,Scattered Clouds,74,4,184,-217,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T16:25:00,6,25,19126,6,25,-179,-187,19126,Final,2025-09-28T19:27:21,451,449,False,47,-184,-182,,,2025-09-28T20:25:00,62642,True,"{'StadiumID': 53, 'Name': 'Allegiant Stadium', 'City': 'Las Vegas', 'State': 'NV', 'Country': 'USA', 'Capacity': 65000, 'PlayingSurface': 'Grass', 'GeoLat': 36.090833, 'GeoLong': -115.183611, 'Type': 'Dome'}"
202510409,1,2025,4,2025-09-28T20:20:00,GB,DAL,66,66,NBC,10.8,77.1,F/OT,,,,Scrambled,,,,12,16,12,28,8,0,27,12,23,8,True,False,True,True,True,True,True,True,,Final/OT,17,2025-09-30T22:54:35,,,69,73,Scattered Clouds,73,5,-553,439,False,True,Scrambled,2025-09-28T00:00:00,2025-09-28T20:20:00,12,9,19127,12,9,-189,-176,19127,F/OT,2025-09-29T00:10:13,457,456,False,110,-184,-182,,,2025-09-29T00:20:00,93353,True,"{'StadiumID': 17, 'Name': 'AT&T Stadium', 'City': 'Arlington', 'State': 'TX', 'Country': 'USA', 'Capacity': 80000, 'PlayingSurface': 'Artificial', 'GeoLat': 32.747778, 'GeoLong': -97.092778, 'Type': 'RetractableDome'}"
202510419,1,2025,4,2025-09-29T19:15:00,NYJ,MIA,35,45,ESPN,-4.1,72.1,F,,,,Scrambled,,,,0,8,12,18,0,8,12,23,8,0,True,False,True,True,True,True,True,False,,Final,2,2025-10-01T00:35:46,,,77,79,Broken Clouds,79,13,214,-254,False,True,Scrambled,2025-09-29T00:00:00,2025-09-29T19:15:00,24,19,19128,24,19,-171,-197,19128,Final,2025-09-29T22:18:32,461,459,False,119,-186,-179,,,2025-09-29T23:15:00,65848,True,"{'StadiumID': 2, 'Name': 'Hard Rock Stadium', 'City': 'Miami Gardens', 'State': 'FL', 'Country': 'USA', 'Capacity': 64767, 'PlayingSurface': 'Grass', 'GeoLat': 25.958056, 'GeoLong': -80.238889, 'Type': 'Outdoor'}"
202510410,1,2025,4,2025-09-29T20:15:00,CIN,DEN,8,46,ABC,-12.4,73.7,F,,,,Scrambled,,,,8,0,0,0,0,12,23,0,12,0,True,False,True,True,True,True,True,False,,Final,13,2025-10-01T00:35:51,,,54,57,Overcast Clouds,57,4,570,-726,False,True,Scrambled,2025-09-29T00:00:00,2025-09-29T20:15:00,7,10,19129,7,10,-187,-179,19129,Final,2025-09-29T23:15:36,464,462,False,125,-179,-186,,,2025-09-30T00:15:00,75673,True,"{'StadiumID': 13, 'Name': 'Empower Field at Mile High', 'City': 'Denver', 'State': 'CO', 'Country': 'USA', 'Capacity': 76125, 'PlayingSurface': 'Grass', 'GeoLat': 39.743889, 'GeoLong': -105.020097, 'Type': 'Outdoor'}"
202510532,1,2025,5,2025-10-02T20:15:00,SF,LAR,43,38,AMZN,-14.1,72.9,F/OT,,,,Scrambled,,,,12,17,8,8,8,0,12,12,15,0,True,False,True,True,True,True,True,True,,Final/OT,54,2025-10-07T22:57:28,,,67,67,Scattered Clouds,67,6,582,-737,False,True,Scrambled,2025-10-02T00:00:00,2025-10-02T20:15:00,31,32,19130,31,32,-186,-177,19130,F/OT,2025-10-02T23:39:13,500,499,False,112,-186,-181,,,2025-10-03T00:15:00,73652,True,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202510508,1,2025,5,2025-10-05T09:30:00,MIN,CLE,35,28,NFLN,9.6,58.8,F,,,,Scrambled,,,,12,0,12,12,0,12,8,12,0,0,True,False,True,True,True,True,True,False,,Final,47,2025-10-07T22:57:28,,,52,52,Overcast Clouds,52,8,-316,267,False,True,Scrambled,2025-10-05T00:00:00,2025-10-05T09:30:00,20,8,19045,20,8,-176,-191,19045,Final,2025-10-05T12:42:37,766,764,True,76,-187,-179,,,2025-10-05T13:30:00,61082,True,"{'StadiumID': 47, 'Name': 'Tottenham Hotspur Stadium', 'City': 'London', 'State': None, 'Country': 'UK', 'Capacity': 62062, 'PlayingSurface': 'Artificial', 'GeoLat': 51.604444, 'GeoLong': -0.066389, 'Type': 'Outdoor'}"
202510503,1,2025,5,2025-10-05T13:00:00,HOU,BAL,73,17,CBS,6.9,68.8,F,,,,Scrambled,,,,12,28,17,17,0,8,0,12,0,0,True,False,True,True,True,True,True,False,,Final,7,2025-10-07T22:57:28,,,59,61,Clear Sky,61,3,-234,199,False,True,Scrambled,2025-10-05T00:00:00,2025-10-05T13:00:00,13,3,19131,13,3,-184,-181,19131,Final,2025-10-05T15:53:34,785,784,False,24,-181,-186,,,2025-10-05T17:00:00,70077,True,"{'StadiumID': 7, 'Name': 'M&T Bank Stadium', 'City': 'Baltimore', 'State': 'MD', 'Country': 'USA', 'Capacity': 71008, 'PlayingSurface': 'Grass', 'GeoLat': 39.278056, 'GeoLong': -76.622778, 'Type': 'Outdoor'}"
202510505,1,2025,5,2025-10-05T13:00:00,MIA,CAR,40,45,FOX,2.7,72.9,F,,,,Scrambled,,,,8,23,0,12,0,0,17,8,23,0,True,False,True,True,True,True,True,False,,Final,26,2025-10-07T22:57:28,,,63,64,Broken Clouds,64,3,-196,-169,False,True,Scrambled,2025-10-05T00:00:00,2025-10-05T13:00:00,19,5,19132,19,5,-181,-182,19132,Final,2025-10-05T16:10:51,769,767,False,66,-182,-184,,,2025-10-05T17:00:00,72301,True,"{'StadiumID': 26, 'Name': 'Bank of America Stadium', 'City': 'Charlotte', 'State': 'NC', 'Country': 'USA', 'Capacity': 74867, 'PlayingSurface': 'Artificial', 'GeoLat': 35.225833, 'GeoLong': -80.852778, 'Type': 'Outdoor'}"
