PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ShortName,HeightFeet,HeightInches,TeamID,GlobalTeamID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
20662,,,Jaeden,Graham,TE,Inactive,"6'4""",250,1995-10-10T00:00:00,Yale,5.0,TE,False,OFF,Jaeden Graham,30.0,J.Graham,6,4,,0,8298207.0,,,,
20664,,,Josh,Woods,ILB,Inactive,"6'1""",235,1996-07-01T00:00:00,Maryland,10.0,LB,False,DEF,Josh Woods,29.0,J.Woods,6,1,,0,8345220.0,http://cdn.imagn.com/api/download/?imageID=26976213,http://cdn.imagn.com/api/download/?imageID=26976214,2025-09-01T12:26:23,2025-09-01T12:26:30
20679,,,KhaDarel,Hodge,WR,Inactive,"6'2""",210,1995-01-03T00:00:00,Prairie View A&M,11.0,WR,False,OFF,KhaDarel Hodge,31.0,K.Hodge,6,2,,0,8298481.0,http://cdn.imagn.com/api/download/?imageID=26975838,http://cdn.imagn.com/api/download/?imageID=26975837,2025-09-01T11:52:26,2025-09-01T11:52:20
20684,SF,,Malik,Turner,WR,Active,"6'2""",202,1996-01-30T00:00:00,Illinois,7.0,WR,True,OFF,Malik Turner,30.0,M.Turner,6,2,31.0,31,8347495.0,http://cdn.imagn.com/api/download/?imageID=27156582,http://cdn.imagn.com/api/download/?imageID=27156583,2025-09-24T10:32:42,2025-09-24T10:32:49
20703,,,John,Wolford,QB,Inactive,"6'1""",218,1995-10-16T00:00:00,Wake Forest,8.0,QB,False,OFF,John Wolford,30.0,J.Wolford,6,1,,0,8375576.0,http://cdn.imagn.com/api/download/?imageID=18999509,http://cdn.imagn.com/api/download/?imageID=19000574,2022-09-07T13:37:50,2022-09-07T16:10:41
20711,,,Chris,Jones,CB,Inactive,"6'0""",200,1995-08-13T00:00:00,Nebraska,5.0,DB,False,DEF,Chris Jones,30.0,C.Jones,6,0,,0,8275047.0,http://cdn.usatsimg.com/api/download/?imageID=16655503,http://cdn.usatsimg.com/api/download/?imageID=16655507,2021-08-30T18:51:26,2021-08-30T18:52:03
20713,SF,97.0,Nick,Bosa,DL,Active,"6'4""",266,1997-10-23T00:00:00,Ohio State,11.0,DL,True,DEF,Nick Bosa,28.0,N.Bosa,6,4,31.0,31,8249575.0,http://cdn.imagn.com/api/download/?imageID=27156588,http://cdn.imagn.com/api/download/?imageID=27156589,2025-09-24T10:34:42,2025-09-24T10:34:48
20715,,,Alexander,Johnson,ILB,Inactive,"6'2""",255,1991-12-24T00:00:00,Tennessee,7.0,LB,False,DEF,Alexander Johnson,34.0,A.Johnson,6,2,,0,8306549.0,http://cdn.usatsimg.com/api/download/?imageID=16592034,http://cdn.usatsimg.com/api/download/?imageID=16643001,2021-08-20T00:50:38,2021-08-28T12:45:06
20717,,,Tristan,Vizcaino,K,Inactive,"6'2""",205,1996-07-31T00:00:00,Washington,4.0,K,False,ST,Tristan Vizcaino,29.0,T.Vizcaino,6,2,,0,8299460.0,http://cdn.usatsimg.com/api/download/?imageID=16697031,http://cdn.usatsimg.com/api/download/?imageID=16697032,2021-09-06T11:29:25,2021-09-06T11:29:29
20721,,,Tevaughn,Campbell,CB,Inactive,"6'0""",200,1993-06-14T00:00:00,Regina (Canada),7.0,DB,False,DEF,Tevaughn Campbell,32.0,T.Campbell,6,0,,0,8306564.0,http://cdn.usatsimg.com/api/download/?imageID=16696987,http://cdn.usatsimg.com/api/download/?imageID=16696988,2021-09-06T11:25:36,2021-09-06T11:25:41
20722,,,Diontae,Spencer,WR,Inactive,"5'8""",170,1992-03-19T00:00:00,McNeese State,7.0,WR,False,OFF,Diontae Spencer,34.0,D.Spencer,5,8,,0,8253345.0,http://cdn.usatsimg.com/api/download/?imageID=16592073,http://cdn.usatsimg.com/api/download/?imageID=16642952,2021-08-20T01:05:39,2021-08-28T12:27:00
20724,,,Sam,Eguavoen,LB,Inactive,"6'1""",236,1993-02-22T00:00:00,Texas Tech,10.0,LB,False,DEF,Sam Eguavoen,33.0,S.Eguavoen,6,1,,0,8314336.0,http://cdn.imagn.com/api/download/?imageID=16650704,http://cdn.imagn.com/api/download/?imageID=16650705,2021-08-29T19:18:18,2021-08-29T19:18:26
20729,,,Deionte,Thompson,S,Inactive,"6'1""",195,1997-02-11T00:00:00,Alabama,5.0,DB,False,DEF,Deionte Thompson,29.0,D.Thompson,6,1,,0,8249476.0,http://cdn.usatsimg.com/api/download/?imageID=16556343,http://cdn.usatsimg.com/api/download/?imageID=16577912,2021-08-12T22:13:23,2021-08-17T20:15:46
20731,,,Johnathan,Abram,S,Inactive,"5'11""",205,1996-10-25T00:00:00,Mississippi State,8.0,DB,False,DEF,Johnathan Abram,29.0,J.Abram,5,11,,0,8313820.0,http://cdn.usatsimg.com/api/download/?imageID=16696860,http://cdn.usatsimg.com/api/download/?imageID=16696861,2021-09-06T11:18:21,2021-09-06T11:18:26
20733,,,Nasir,Adderley,S,Inactive,"6'0""",206,1997-05-31T00:00:00,Delaware,7.0,DB,False,DEF,Nasir Adderley,28.0,N.Adderley,6,0,,0,8253372.0,http://cdn.usatsimg.com/api/download/?imageID=18999856,http://cdn.usatsimg.com/api/download/?imageID=19002435,2022-09-07T14:31:47,2022-09-07T21:27:26
20736,,,Dakota,Allen,LB,Inactive,"6'1""",232,1995-11-02T00:00:00,Texas Tech,7.0,LB,False,DEF,Dakota Allen,30.0,D.Allen,6,1,,0,8309351.0,http://cdn.usatsimg.com/api/download/?imageID=16596194,http://cdn.usatsimg.com/api/download/?imageID=16596193,2021-08-20T17:47:43,2021-08-20T17:47:40
20737,JAX,41.0,Josh,Hines-Allen,DE,Active,"6'5""",255,1997-07-13T00:00:00,Kentucky,11.0,DL,True,DEF,Josh Hines-Allen,28.0,J.Hines-Allen,6,5,15.0,15,8258723.0,http://cdn.imagn.com/api/download/?imageID=27004677,http://cdn.imagn.com/api/download/?imageID=27004676,2025-09-05T10:15:30,2025-09-05T10:15:22
20738,DEN,99.0,Zach,Allen,DE,Active,"6'5""",285,1997-08-20T00:00:00,Boston College,11.0,DL,True,DEF,Zach Allen,28.0,Z.Allen,6,5,10.0,10,8313986.0,http://cdn.imagn.com/api/download/?imageID=26996834,http://cdn.imagn.com/api/download/?imageID=26996835,2025-09-04T08:01:41,2025-09-04T08:01:48
20742,,,J.J.,Arcega-Whiteside,WR,Inactive,"6'2""",237,1996-12-31T00:00:00,Stanford,5.0,WR,False,OFF,J.J. Arcega-Whiteside,29.0,J.Arcega-Whiteside,6,2,,0,8250310.0,http://cdn.usatsimg.com/api/download/?imageID=16651814,http://cdn.usatsimg.com/api/download/?imageID=16651815,2021-08-30T01:02:59,2021-08-30T01:03:04
20743,,,Ryquell,Armstead,RB,Inactive,"5'11""",220,1996-10-30T00:00:00,Temple,4.0,RB,False,OFF,Ryquell Armstead,29.0,R.Armstead,5,11,,0,8291801.0,http://cdn.usatsimg.com/api/download/?imageID=15025059,http://cdn.usatsimg.com/api/download/?imageID=15025079,2020-10-05T17:22:08,2020-10-05T17:22:29
20744,,,Blessuan,Austin,CB,Inactive,"6'1""",198,1996-07-19T00:00:00,Rutgers,5.0,DB,False,DEF,Blessuan Austin,29.0,B.Austin,6,1,,0,8275898.0,http://cdn.usatsimg.com/api/download/?imageID=16888065,http://cdn.usatsimg.com/api/download/?imageID=16935978,2021-10-03T23:16:05,2021-10-11T17:43:54
20746,JAX,55.0,Chuma,Edoga,OL,Active,"6'4""",315,1997-05-25T00:00:00,USC,11.0,OL,True,OFF,Chuma Edoga,28.0,C.Edoga,6,4,15.0,15,8373256.0,http://cdn.imagn.com/api/download/?imageID=27004661,http://cdn.imagn.com/api/download/?imageID=27004662,2025-09-05T10:10:23,2025-09-05T10:10:30
20747,NO,76.0,David,Edwards,G,Active,"6'6""",308,1997-03-20T00:00:00,Wisconsin,11.0,OL,True,OFF,David Edwards,29.0,D.Edwards,6,6,22.0,22,8313929.0,http://cdn.imagn.com/api/download/?imageID=26976957,http://cdn.imagn.com/api/download/?imageID=26976958,2025-09-01T14:59:47,2025-09-01T15:00:06
20748,,,Mike,Edwards,S,Inactive,"5'10""",205,1996-05-18T00:00:00,Kentucky,10.0,DB,False,DEF,Mike Edwards,29.0,M.Edwards,5,10,,0,8372541.0,,,,
20749,CHI,53.0,T.J.,Edwards,LB,Active,"6'0""",228,1996-08-12T00:00:00,Wisconsin,11.0,LB,True,DEF,T.J. Edwards,29.0,T.Edwards,6,0,6.0,6,8313271.0,http://cdn.imagn.com/api/download/?imageID=26983942,http://cdn.imagn.com/api/download/?imageID=26983938,2025-09-02T15:43:44,2025-09-02T15:43:39
20750,,,Emeke,Egbule,OLB,Inactive,"6'2""",245,1996-10-13T00:00:00,Houston,5.0,LB,False,DEF,Emeke Egbule,29.0,E.Egbule,6,2,,0,8253407.0,,,,
20752,,,Bobby,Evans,OT,Inactive,"6'4""",312,1997-03-24T00:00:00,Oklahoma,5.0,OL,False,OFF,Bobby Evans,29.0,B.Evans,6,4,,0,8248920.0,http://cdn.usatsimg.com/api/download/?imageID=18999529,http://cdn.usatsimg.com/api/download/?imageID=19000609,2022-09-07T13:38:37,2022-09-07T16:15:27
20753,NO,87.0,Noah,Fant,TE,Active,"6'4""",249,1997-11-20T00:00:00,Iowa,11.0,TE,True,OFF,Noah Fant,28.0,N.Fant,6,4,22.0,22,8372867.0,http://cdn.imagn.com/api/download/?imageID=26990307,http://cdn.imagn.com/api/download/?imageID=26990310,2025-09-03T11:55:14,2025-09-03T11:55:20
20754,,,Rashad,Fenton,CB,Inactive,"5'11""",193,1997-02-17T00:00:00,South Carolina,8.0,DB,False,DEF,Rashad Fenton,29.0,R.Fenton,5,11,,0,8313422.0,http://cdn.usatsimg.com/api/download/?imageID=21485827,http://cdn.usatsimg.com/api/download/?imageID=21485826,2023-09-23T12:56:37,2023-09-23T12:56:24
20757,,,Clelin,Ferrell,DE,Inactive,"6'4""",265,1997-05-17T00:00:00,Clemson,11.0,DL,False,DEF,Clelin Ferrell,28.0,C.Ferrell,6,4,,0,8375582.0,http://cdn.imagn.com/api/download/?imageID=26983299,http://cdn.imagn.com/api/download/?imageID=26983300,2025-09-02T14:34:10,2025-09-02T14:34:20
20760,CIN,61.0,Cody,Ford,OT,Active,"6'3""",345,1996-12-28T00:00:00,Oklahoma,11.0,OL,True,OFF,Cody Ford,29.0,C.Ford,6,3,7.0,7,8314215.0,http://cdn.imagn.com/api/download/?imageID=26990304,http://cdn.imagn.com/api/download/?imageID=26990303,2025-09-03T11:55:00,2025-09-03T11:54:54
20761,ARI,72.0,Hjalte,Froholdt,C,Active,"6'5""",310,1996-08-20T00:00:00,Arkansas,11.0,OL,True,OFF,Hjalte Froholdt,29.0,H.Froholdt,6,5,1.0,1,8313423.0,,,,
20762,,,Travis,Fulgham,WR,Inactive,"6'2""",211,1995-09-13T00:00:00,Old Dominion,5.0,WR,False,OFF,Travis Fulgham,30.0,T.Fulgham,6,2,,0,8291697.0,http://cdn.usatsimg.com/api/download/?imageID=16651844,http://cdn.usatsimg.com/api/download/?imageID=16660870,2021-08-30T01:14:23,2021-08-31T21:34:02
20763,,,Lamont,Gaillard,C,Inactive,"6'3""",326,1996-02-08T00:00:00,Georgia,5.0,OL,False,OFF,Lamont Gaillard,30.0,L.Gaillard,6,3,,0,8275347.0,http://cdn.usatsimg.com/api/download/?imageID=16577824,http://cdn.usatsimg.com/api/download/?imageID=13231970,2021-08-17T19:45:58,2019-08-19T13:12:04
20764,,,Greg,Gaines,DL,Inactive,"6'1""",312,1996-05-06T00:00:00,Washington,11.0,DL,False,DEF,Greg Gaines,29.0,G.Gaines,6,1,,0,8313775.0,http://cdn.imagn.com/api/download/?imageID=26977540,http://cdn.imagn.com/api/download/?imageID=26977544,2025-09-01T16:01:36,2025-09-01T16:01:42
20766,BUF,22.0,C.J.,Gardner-Johnson,S,Active,"5'11""",210,1997-12-20T00:00:00,Florida,11.0,DB,True,DEF,C.J. Gardner-Johnson,28.0,C.Gardner-Johnson,5,11,4.0,4,8375578.0,http://cdn.imagn.com/api/download/?imageID=27004127,http://cdn.imagn.com/api/download/?imageID=27004128,2025-09-05T07:41:14,2025-09-05T07:41:20
20767,DAL,,Rashan,Gary,DL,Active,"6'5""",277,1997-12-03T00:00:00,Michigan,11.0,DL,True,DEF,Rashan Gary,28.0,R.Gary,6,5,9.0,9,8256759.0,http://cdn.imagn.com/api/download/?imageID=27000846,http://cdn.imagn.com/api/download/?imageID=27000847,2025-09-04T19:38:16,2025-09-04T19:38:26
20768,,,Myles,Gaskin,RB,Inactive,"5'10""",200,1997-02-15T00:00:00,Washington,10.0,RB,False,OFF,Myles Gaskin,29.0,M.Gaskin,5,10,,0,8374742.0,http://cdn.imagn.com/api/download/?imageID=21350166,http://cdn.imagn.com/api/download/?imageID=21350160,2023-09-05T15:10:51,2023-09-05T15:10:36
20769,LV,,Matt,Gay,K,Active,"6'0""",232,1994-03-15T00:00:00,Utah,10.0,K,True,ST,Matt Gay,32.0,M.Gay,6,0,25.0,25,8375969.0,http://cdn.imagn.com/api/download/?imageID=26975665,http://cdn.imagn.com/api/download/?imageID=26975666,2025-09-01T09:02:20,2025-09-01T09:02:33
20770,,,Zach,Gentry,TE,Inactive,"6'8""",265,1996-09-10T00:00:00,Michigan,7.0,TE,False,OFF,Zach Gentry,29.0,Z.Gentry,6,8,,0,8336123.0,http://cdn.usatsimg.com/api/download/?imageID=16811424,http://cdn.usatsimg.com/api/download/?imageID=19002153,2021-09-23T20:36:47,2022-09-07T20:39:37
20771,,,Ulysees,Gilbert,ILB,Inactive,"6'0""",230,1997-08-09T00:00:00,Akron,7.0,LB,False,DEF,Ulysees Gilbert,28.0,U.Gilbert,6,0,,0,8306331.0,http://cdn.usatsimg.com/api/download/?imageID=17519309,http://cdn.usatsimg.com/api/download/?imageID=17528003,2022-01-17T10:30:06,2022-01-19T01:04:48
20772,CIN,43.0,Joe,Giles-Harris,LB,Active,"6'2""",234,1997-04-01T00:00:00,Duke,4.0,LB,True,DEF,Joe Giles-Harris,29.0,J.Giles-Harris,6,2,7.0,7,8353800.0,http://cdn.imagn.com/api/download/?imageID=16590771,http://cdn.imagn.com/api/download/?imageID=16590770,2021-08-19T22:03:16,2021-08-19T22:03:12
20773,,,Kevin,Givens,DL,Inactive,"6'1""",285,1997-03-01T00:00:00,Penn State,10.0,DL,False,DEF,Kevin Givens,29.0,K.Givens,6,1,,0,8249639.0,http://cdn.imagn.com/api/download/?imageID=26991866,http://cdn.imagn.com/api/download/?imageID=26991867,2025-09-03T14:44:31,2025-09-03T14:44:44
20775,,,Terry,Godwin,WR,Inactive,"5'11""",185,1996-10-23T00:00:00,Georgia,3.0,WR,False,OFF,Terry Godwin,29.0,T.Godwin,5,11,,0,8258754.0,http://cdn.usatsimg.com/api/download/?imageID=16596389,http://cdn.usatsimg.com/api/download/?imageID=16596388,2021-08-20T18:59:26,2021-08-20T18:59:23
20776,NO,96.0,Carl,Granderson,DE,Active,"6'5""",261,1996-12-18T00:00:00,Wyoming,11.0,DL,True,DEF,Carl Granderson,29.0,C.Granderson,6,5,22.0,22,8252361.0,http://cdn.imagn.com/api/download/?imageID=26992489,http://cdn.imagn.com/api/download/?imageID=26992488,2025-09-03T15:45:24,2025-09-03T15:45:20
20778,SF,,Dre,Greenlaw,LB,Active,"6'0""",230,1997-05-25T00:00:00,Arkansas,11.0,LB,True,DEF,Dre Greenlaw,28.0,D.Greenlaw,6,0,31.0,31,8372585.0,,,,
20779,,,Will,Grier,QB,Inactive,"6'1""",220,1995-04-03T00:00:00,West Virginia,8.0,QB,False,OFF,Will Grier,30.0,W.Grier,6,1,,0,8347586.0,http://cdn.imagn.com/api/download/?imageID=17255311,http://cdn.imagn.com/api/download/?imageID=17255312,2021-11-29T10:19:41,2021-11-29T10:20:00
20780,,,Porter,Gustin,LB,Inactive,"6'5""",267,1997-02-08T00:00:00,USC,5.0,LB,False,DEF,Porter Gustin,29.0,P.Gustin,6,5,,0,8254177.0,http://cdn.usatsimg.com/api/download/?imageID=16582467,http://cdn.usatsimg.com/api/download/?imageID=16582464,2021-08-18T17:25:02,2021-08-18T17:24:59
20784,,,Terez,Hall,LB,Inactive,"6'2""",240,1996-11-18T00:00:00,Missouri,4.0,LB,False,DEF,Terez Hall,29.0,T.Hall,6,2,,0,8254547.0,http://cdn.usatsimg.com/api/download/?imageID=16634672,http://cdn.usatsimg.com/api/download/?imageID=16650756,2021-08-27T14:41:56,2021-08-29T19:31:43
20787,,,Chase,Hansen,LB,Inactive,"6'3""",222,1993-05-20T00:00:00,Utah,5.0,LB,False,DEF,Chase Hansen,32.0,C.Hansen,6,3,,0,8252394.0,http://cdn.usatsimg.com/api/download/?imageID=16625350,http://cdn.usatsimg.com/api/download/?imageID=16625351,2021-08-25T17:29:15,2021-08-25T17:29:22
20788,BUF,1.0,Mecole,Hardman,WR,Active,"5'10""",187,1998-03-12T00:00:00,Georgia,11.0,WR,True,OFF,Mecole Hardman,28.0,M.Hardman,5,10,4.0,4,8375825.0,http://cdn.imagn.com/api/download/?imageID=24050261,http://cdn.imagn.com/api/download/?imageID=24050262,2024-08-22T11:17:43,2024-08-22T11:17:59
20789,,,Kelvin,Harmon,WR,Inactive,"6'2""",215,1996-12-15T00:00:00,North Carolina State,4.0,WR,False,OFF,Kelvin Harmon,29.0,K.Harmon,6,2,,0,8343491.0,http://cdn.imagn.com/api/download/?imageID=14897112,http://cdn.imagn.com/api/download/?imageID=14897122,2020-09-09T14:17:54,2020-09-09T14:18:31
20790,,,Damien,Harris,RB,Inactive,"5'11""",213,1997-02-11T00:00:00,Alabama,8.0,RB,False,OFF,Damien Harris,29.0,D.Harris,5,11,,0,8313942.0,http://cdn.usatsimg.com/api/download/?imageID=21378414,http://cdn.usatsimg.com/api/download/?imageID=21380278,2023-09-09T10:38:00,2023-09-09T14:20:03
20791,WAS,3.0,Will,Harris,S,Active,"6'1""",206,1995-12-19T00:00:00,Boston College,11.0,DB,True,DEF,Will Harris,30.0,W.Harris,6,1,35.0,35,8372208.0,http://cdn.imagn.com/api/download/?imageID=27038532,http://cdn.imagn.com/api/download/?imageID=27038571,2025-09-09T11:34:34,2025-09-09T11:38:10
20792,,,N'Keal,Harry,TE,Inactive,"6'3""",228,1997-12-17T00:00:00,Arizona State,8.0,TE,False,OFF,N'Keal Harry,28.0,N.Harry,6,3,,0,8313142.0,http://cdn.usatsimg.com/api/download/?imageID=17519343,http://cdn.usatsimg.com/api/download/?imageID=17527981,2022-01-17T10:56:00,2022-01-19T00:58:55
20793,,,Penny,Hart,WR,Inactive,"5'8""",182,1996-07-05T00:00:00,Georgia State,5.0,WR,False,OFF,Penny Hart,29.0,P.Hart,5,8,,0,8313546.0,http://cdn.usatsimg.com/api/download/?imageID=21374476,http://cdn.usatsimg.com/api/download/?imageID=21374475,2023-09-08T23:37:53,2023-09-08T23:37:41
20796,,,Phil,Haynes,G,Inactive,"6'4""",322,1995-10-19T00:00:00,Wake Forest,8.0,OL,False,OFF,Phil Haynes,30.0,P.Haynes,6,4,,0,8249155.0,http://cdn.usatsimg.com/api/download/?imageID=21311969,http://cdn.usatsimg.com/api/download/?imageID=21321804,2023-08-31T08:43:39,2023-09-01T14:59:27
20797,,,Daniel,Helm,TE,Inactive,"6'4""",255,1995-04-20T00:00:00,Duke,4.0,TE,False,OFF,Daniel Helm,30.0,D.Helm,6,4,,0,8292136.0,http://cdn.usatsimg.com/api/download/?imageID=18953867,http://cdn.usatsimg.com/api/download/?imageID=18953866,2022-08-30T19:09:48,2022-08-30T19:09:28
20798,,,Darrell,Henderson Jr.,RB,Inactive,"5'8""",208,1997-08-19T00:00:00,Memphis,7.0,RB,False,OFF,Darrell Henderson Jr.,28.0,D.Henderson Jr.,5,8,,0,8315897.0,http://cdn.usatsimg.com/api/download/?imageID=18999533,http://cdn.usatsimg.com/api/download/?imageID=19000627,2022-09-07T13:38:42,2022-09-07T16:16:40
20799,,,Nate,Herbig,G,Inactive,"6'4""",334,1998-07-10T00:00:00,Stanford,10.0,OL,False,OFF,Nate Herbig,27.0,N.Herbig,6,4,,0,8314132.0,http://cdn.imagn.com/api/download/?imageID=24142767,http://cdn.imagn.com/api/download/?imageID=24142768,2024-09-03T12:58:27,2024-09-03T12:58:35
20802,BAL,43.0,Justice,Hill,RB,Active,"5'10""",205,1997-11-14T00:00:00,Oklahoma State,11.0,RB,True,OFF,Justice Hill,28.0,J.Hill,5,10,3.0,3,8253791.0,http://cdn.imagn.com/api/download/?imageID=26976348,http://cdn.imagn.com/api/download/?imageID=26976349,2025-09-01T13:01:44,2025-09-01T13:01:54
20803,,,Trysten,Hill,DT,Inactive,"6'3""",310,1998-03-25T00:00:00,Central Florida,7.0,DL,False,DEF,Trysten Hill,28.0,T.Hill,6,3,,0,8348566.0,http://cdn.imagn.com/api/download/?imageID=19935192,http://cdn.imagn.com/api/download/?imageID=19935191,2023-02-06T19:34:09,2023-02-06T19:34:05
20805,MIN,87.0,T.J.,Hockenson,TE,Active,"6'5""",248,1997-07-03T00:00:00,Iowa,11.0,TE,True,OFF,T.J. Hockenson,28.0,T.Hockenson,6,5,20.0,20,8306580.0,http://cdn.imagn.com/api/download/?imageID=27005749,http://cdn.imagn.com/api/download/?imageID=27005750,2025-09-05T12:30:17,2025-09-05T12:30:23
20808,,,Justin,Hollins,DE,Inactive,"6'5""",248,1996-01-15T00:00:00,Oregon,8.0,DL,False,DEF,Justin Hollins,30.0,J.Hollins,6,5,,0,8344384.0,http://cdn.usatsimg.com/api/download/?imageID=21370785,http://cdn.usatsimg.com/api/download/?imageID=21370786,2023-09-08T15:46:38,2023-09-08T15:46:42
20809,,,Elijah,Holyfield,RB,Inactive,"5'10""",219,1997-11-30T00:00:00,Georgia,4.0,RB,False,OFF,Elijah Holyfield,28.0,E.Holyfield,5,10,,0,8277340.0,http://cdn.usatsimg.com/api/download/?imageID=18999093,http://cdn.usatsimg.com/api/download/?imageID=18999094,2022-09-07T12:05:32,2022-09-07T12:06:26
20810,PIT,,Travis,Homer,RB,Active,"5'10""",211,1998-08-07T00:00:00,Miami (FL),10.0,RB,True,OFF,Travis Homer,27.0,T.Homer,5,10,28.0,28,8313278.0,http://cdn.imagn.com/api/download/?imageID=26990495,http://cdn.imagn.com/api/download/?imageID=26990496,2025-09-03T12:27:31,2025-09-03T12:27:38
20811,TEN,37.0,Amani,Hooker,S,Active,"5'11""",210,1998-06-14T00:00:00,Iowa,11.0,DB,True,DEF,Amani Hooker,27.0,A.Hooker,5,11,34.0,34,8254988.0,http://cdn.imagn.com/api/download/?imageID=26975637,http://cdn.imagn.com/api/download/?imageID=26975638,2025-09-01T08:28:18,2025-09-01T08:28:29
20812,,,Jesper,Horsted,TE,Inactive,"6'3""",237,1997-02-27T00:00:00,Princeton,7.0,TE,False,OFF,Jesper Horsted,29.0,J.Horsted,6,3,,0,8343710.0,http://cdn.usatsimg.com/api/download/?imageID=21362427,http://cdn.usatsimg.com/api/download/?imageID=21362423,2023-09-07T13:26:46,2023-09-07T13:26:34
20813,CLE,71.0,Tytus,Howard,OT,Active,"6'5""",322,1996-05-23T00:00:00,Alabama State,11.0,OL,True,OFF,Tytus Howard,29.0,T.Howard,6,5,8.0,8,8254886.0,http://cdn.imagn.com/api/download/?imageID=27004160,http://cdn.imagn.com/api/download/?imageID=27004161,2025-09-05T07:48:13,2025-09-05T07:48:21
20815,,,Albert,Huggins,DT,Inactive,"6'3""",305,1997-06-27T00:00:00,Clemson,7.0,DL,False,DEF,Albert Huggins,28.0,A.Huggins,6,3,,0,8343495.0,http://cdn.usatsimg.com/api/download/?imageID=16625381,http://cdn.usatsimg.com/api/download/?imageID=16650902,2021-08-25T17:41:03,2021-08-29T19:49:54
20816,DEN,5.0,Lil'Jordan,Humphrey,WR,Active,"6'4""",225,1998-04-19T00:00:00,Texas,10.0,WR,True,OFF,Lil'Jordan Humphrey,27.0,L.Humphrey,6,4,10.0,10,8375853.0,,,,
20819,LAC,,Alec,Ingold,FB,Active,"6'1""",232,1996-07-09T00:00:00,Wisconsin,11.0,RB,True,OFF,Alec Ingold,29.0,A.Ingold,6,1,29.0,29,8299383.0,http://cdn.imagn.com/api/download/?imageID=27000577,http://cdn.imagn.com/api/download/?imageID=27000578,2025-09-04T18:59:32,2025-09-04T18:59:41
20820,,,Andy,Isabella,WR,Inactive,"5'9""",188,1996-11-18T00:00:00,Massachusetts,7.0,WR,False,OFF,Andy Isabella,29.0,A.Isabella,5,9,,0,8347456.0,http://cdn.imagn.com/api/download/?imageID=16550567,http://cdn.imagn.com/api/download/?imageID=16568396,2021-08-11T20:00:56,2021-08-15T12:12:13
20822,CAR,2.0,Mike,Jackson,CB,Active,"6'1""",210,1997-01-10T00:00:00,Miami (FL),8.0,DB,True,DEF,Mike Jackson,29.0,M.Jackson,6,1,5.0,5,8344536.0,http://cdn.imagn.com/api/download/?imageID=26980476,http://cdn.imagn.com/api/download/?imageID=26980477,2025-09-02T08:20:29,2025-09-02T08:20:35
20823,,,Tyree,Jackson,TE,Inactive,"6'7""",249,1997-11-07T00:00:00,Buffalo,4.0,TE,False,OFF,Tyree Jackson,28.0,T.Jackson,6,7,,0,8353784.0,http://cdn.imagn.com/api/download/?imageID=26983175,http://cdn.imagn.com/api/download/?imageID=26983176,2025-09-02T14:08:03,2025-09-02T14:08:09
20824,GB,8.0,Josh,Jacobs,RB,Active,"5'10""",223,1998-02-11T00:00:00,Alabama,11.0,RB,True,OFF,Josh Jacobs,28.0,J.Jacobs,5,10,12.0,12,8343123.0,http://cdn.imagn.com/api/download/?imageID=27429967,http://cdn.imagn.com/api/download/?imageID=27429969,2025-10-27T12:18:41,2025-10-27T12:18:47
20825,,,Andre,James,C,Inactive,"6'4""",300,1997-05-02T00:00:00,UCLA,10.0,OL,False,OFF,Andre James,28.0,A.James,6,4,,0,8372629.0,http://cdn.imagn.com/api/download/?imageID=26997516,http://cdn.imagn.com/api/download/?imageID=26997517,2025-09-04T10:59:23,2025-09-04T10:59:35
20828,CLE,,Elgton,Jenkins,G,Active,"6'5""",311,1995-12-26T00:00:00,Mississippi State,11.0,OL,True,OFF,Elgton Jenkins,30.0,E.Jenkins,6,5,8.0,8,8256772.0,http://cdn.imagn.com/api/download/?imageID=27432438,http://cdn.imagn.com/api/download/?imageID=27432439,2025-10-27T18:02:22,2025-10-27T18:02:42
20829,,,Gary,Jennings,WR,Inactive,"6'1""",216,1997-03-07T00:00:00,West Virginia,5.0,WR,False,OFF,Gary Jennings,29.0,G.Jennings,6,1,,0,8292056.0,http://cdn.usatsimg.com/api/download/?imageID=14856784,http://cdn.usatsimg.com/api/download/?imageID=14856783,2020-08-30T10:55:25,2020-08-30T10:55:24
20831,PHI,,Fred,Johnson,OT,Active,"6'7""",326,1997-06-05T00:00:00,Florida,11.0,OL,True,OFF,Fred Johnson,28.0,F.Johnson,6,7,26.0,26,8306637.0,http://cdn.imagn.com/api/download/?imageID=26984641,http://cdn.imagn.com/api/download/?imageID=26984642,2025-09-02T17:18:17,2025-09-02T17:18:24
20834,,,Jaquan,Johnson,S,Inactive,"5'10""",190,1995-11-13T00:00:00,Miami (FL),7.0,DB,False,DEF,Jaquan Johnson,30.0,J.Johnson,5,10,,0,8257503.0,http://cdn.usatsimg.com/api/download/?imageID=16590915,http://cdn.usatsimg.com/api/download/?imageID=16590916,2021-08-19T22:12:12,2021-08-19T22:12:16
